"","id","days","last_scraped","host_since","room_type","bathrooms","bedrooms","price","number_of_reviews","review_scores_cleanliness","review_scores_location","review_scores_value","instant_bookable"
"38178",17152307,1018,"4/3/2017","6/20/2014","Private room",1,1,150,0,NA,NA,NA,"f"
"38179",17152485,1898,"4/3/2017","1/22/2012","Entire home/apt",1,1,140,1,8,10,10,"f"
"38180",17152842,83,"4/2/2017","1/9/2017","Entire home/apt",1,1,257,1,10,10,10,"t"
"38181",17152974,2146,"4/3/2017","5/19/2011","Entire home/apt",1,1,185,0,NA,NA,NA,"f"
"38182",17153295,960,"4/3/2017","8/17/2014","Private room",1,2,79,0,NA,NA,NA,"f"
"38183",17153588,55,"4/3/2017","2/7/2017","Entire home/apt",1,1,99,0,NA,NA,NA,"f"
"38184",17153913,1736,"4/2/2017","7/1/2012","Entire home/apt",1,1,208,0,NA,NA,NA,"f"
"38185",17154289,220,"4/3/2017","8/26/2016","Entire home/apt",1,4,567,1,10,10,8,"t"
"38186",17154863,54,"4/2/2017","2/7/2017","Private room",1,1,195,0,NA,NA,NA,"f"
"38187",17155039,542,"4/2/2017","10/8/2015","Private room",1,1,48,0,NA,NA,NA,"f"
"38188",17155092,56,"4/3/2017","2/6/2017","Entire home/apt",1,2,70,9,9,9,9,"t"
"38189",17155341,55,"4/3/2017","2/7/2017","Entire home/apt",1,0,145,1,10,10,10,"f"
"38190",17155559,1929,"4/2/2017","12/21/2011","Entire home/apt",1,1,145,0,NA,NA,NA,"f"
"38191",17156147,1198,"4/3/2017","12/22/2013","Entire home/apt",1,3,93,0,NA,NA,NA,"t"
"38192",17156951,55,"4/3/2017","2/7/2017","Private room",1,1,50,0,NA,NA,NA,"f"
"38193",17157195,55,"4/3/2017","2/7/2017","Private room",1,1,150,0,NA,NA,NA,"t"
"38194",17157302,167,"4/3/2017","10/18/2016","Entire home/apt",1,1,150,2,10,10,10,"f"
"38195",17157438,1868,"4/3/2017","2/21/2012","Private room",1,1,60,3,9,10,10,"t"
"38196",17157615,55,"4/3/2017","2/7/2017","Private room",2,1,155,2,10,10,9,"t"
"38197",17158100,726,"4/3/2017","4/8/2015","Private room",1,1,49,2,9,9,9,"f"
"38198",17158102,726,"4/3/2017","4/8/2015","Private room",1,1,49,3,5,7,6,"f"
"38199",17158132,633,"4/3/2017","7/10/2015","Shared room",1,1,75,6,10,10,10,"f"
"38200",17158215,725,"4/2/2017","4/8/2015","Private room",1,1,49,2,8,10,10,"f"
"38201",17158285,1385,"4/3/2017","6/18/2013","Private room",1,1,45,1,10,10,10,"f"
"38202",17158427,432,"4/3/2017","1/27/2016","Private room",1,1,30,0,NA,NA,NA,"f"
"38203",17158871,1002,"4/3/2017","7/6/2014","Entire home/apt",1,2,275,0,NA,NA,NA,"f"
"38204",17159568,78,"4/3/2017","1/15/2017","Private room",1,NA,34,0,NA,NA,NA,"f"
"38205",17159618,1216,"4/3/2017","12/4/2013","Private room",1,1,36,2,10,10,10,"f"
"38206",17160167,865,"4/3/2017","11/20/2014","Private room",1,1,60,2,9,9,9,"f"
"38207",17160967,257,"4/3/2017","7/20/2016","Entire home/apt",1,2,163,0,NA,NA,NA,"f"
"38208",17161554,132,"4/2/2017","11/21/2016","Private room",1,1,55,0,NA,NA,NA,"t"
"38209",17164616,554,"4/3/2017","9/27/2015","Entire home/apt",2.5,2,300,0,NA,NA,NA,"f"
"38210",17168368,920,"4/3/2017","9/26/2014","Entire home/apt",1.5,2,80,12,10,10,10,"f"
"38211",17168956,59,"4/3/2017","2/3/2017","Entire home/apt",1,1,100,0,NA,NA,NA,"f"
"38212",17169353,54,"4/3/2017","2/8/2017","Entire home/apt",2,3,520,4,10,10,10,"t"
"38213",17170552,954,"4/2/2017","8/22/2014","Private room",1,1,89,3,6,10,8,"f"
"38214",17170612,732,"4/2/2017","4/1/2015","Private room",1,1,100,0,NA,NA,NA,"t"
"38215",17171025,54,"4/2/2017","2/7/2017","Private room",1,1,120,0,NA,NA,NA,"f"
"38216",17171235,1488,"4/2/2017","3/6/2013","Private room",1,1,54,1,NA,NA,NA,"f"
"38217",17171691,53,"4/2/2017","2/8/2017","Entire home/apt",1,1,175,0,NA,NA,NA,"t"
"38218",17171792,53,"4/2/2017","2/8/2017","Entire home/apt",1,1,120,0,NA,NA,NA,"f"
"38219",17172375,752,"4/2/2017","3/12/2015","Entire home/apt",1,1,180,1,6,10,10,"f"
"38220",17172796,112,"4/2/2017","12/11/2016","Private room",1,1,120,0,NA,NA,NA,"f"
"38221",17173295,53,"4/2/2017","2/8/2017","Entire home/apt",1,1,119,0,NA,NA,NA,"t"
"38222",17173473,65,"4/2/2017","1/27/2017","Private room",1,1,55,4,9,10,9,"f"
"38223",17173579,55,"4/2/2017","2/6/2017","Private room",1,0,285,0,NA,NA,NA,"f"
"38224",17173713,55,"4/2/2017","2/6/2017","Private room",1,1,499,0,NA,NA,NA,"f"
"38225",17173722,53,"4/2/2017","2/8/2017","Private room",1,1,60,8,10,9,10,"t"
"38226",17174144,54,"4/3/2017","2/8/2017","Private room",1,1,90,8,9,9,8,"t"
"38227",17174343,890,"4/2/2017","10/25/2014","Private room",1,NA,30,0,NA,NA,NA,"f"
"38228",17174448,1368,"4/2/2017","7/4/2013","Private room",1,NA,55,0,NA,NA,NA,"f"
"38229",17174633,53,"4/2/2017","2/8/2017","Entire home/apt",1.5,1,69,0,NA,NA,NA,"t"
"38230",17174791,79,"4/2/2017","1/13/2017","Entire home/apt",1,2,200,1,8,10,10,"f"
"38231",17174843,53,"4/2/2017","2/8/2017","Private room",1,1,60,5,10,10,10,"t"
"38232",17174951,112,"4/2/2017","12/11/2016","Private room",1,1,100,0,NA,NA,NA,"f"
"38233",17176715,643,"4/2/2017","6/29/2015","Entire home/apt",1,1,260,1,10,10,10,"f"
"38234",17176806,802,"4/2/2017","1/21/2015","Private room",1,1,69,2,8,9,9,"t"
"38235",17176910,1199,"4/2/2017","12/20/2013","Private room",1,0,120,9,8,10,9,"t"
"38236",17176991,488,"4/2/2017","12/1/2015","Private room",1,1,60,0,NA,NA,NA,"f"
"38237",17177700,1005,"4/2/2017","7/2/2014","Private room",1,1,345,0,NA,NA,NA,"f"
"38238",17178161,149,"4/2/2017","11/4/2016","Entire home/apt",1,3,225,0,NA,NA,NA,"f"
"38239",17178617,112,"4/2/2017","12/11/2016","Private room",1,3,50,0,NA,NA,NA,"t"
"38240",17178923,1222,"4/2/2017","11/27/2013","Private room",1,1,70,0,NA,NA,NA,"f"
"38241",17184333,2217,"4/2/2017","3/8/2011","Private room",1,1,95,0,NA,NA,NA,"f"
"38242",17184804,560,"4/2/2017","9/20/2015","Private room",1,1,55,1,10,10,10,"t"
"38243",17186388,507,"4/3/2017","11/13/2015","Private room",1,1,100,0,NA,NA,NA,"t"
"38244",17186736,1003,"4/2/2017","7/4/2014","Private room",1,2,79,0,NA,NA,NA,"t"
"38245",17186834,409,"4/3/2017","2/19/2016","Private room",2,1,45,5,10,8,10,"f"
"38246",17187219,53,"4/2/2017","2/8/2017","Private room",1.5,1,53,0,NA,NA,NA,"t"
"38247",17187336,739,"4/2/2017","3/25/2015","Private room",1,1,43,2,NA,NA,NA,"f"
"38248",17187686,1366,"4/2/2017","7/6/2013","Private room",1,1,75,0,NA,NA,NA,"f"
"38249",17187785,124,"4/2/2017","11/29/2016","Private room",1,1,65,11,9,9,10,"t"
"38250",17187942,1799,"4/2/2017","4/29/2012","Entire home/apt",1,2,100,1,8,8,10,"f"
"38251",17188040,669,"4/2/2017","6/3/2015","Entire home/apt",1,2,120,5,10,10,10,"t"
"38252",17188074,941,"4/2/2017","9/4/2014","Private room",1,0,65,0,NA,NA,NA,"f"
"38253",17188364,1270,"4/2/2017","10/10/2013","Private room",1,1,100,0,NA,NA,NA,"f"
"38254",17188465,52,"4/2/2017","2/9/2017","Entire home/apt",1,1,68,0,NA,NA,NA,"f"
"38255",17188522,353,"4/2/2017","4/14/2016","Entire home/apt",1,0,100,0,NA,NA,NA,"t"
"38256",17188790,546,"4/2/2017","10/4/2015","Private room",1,1,100,0,NA,NA,NA,"f"
"38257",17189075,353,"4/2/2017","4/14/2016","Private room",1,1,80,3,9,10,9,"t"
"38258",17189363,278,"4/3/2017","6/29/2016","Private room",1,1,65,1,10,10,10,"f"
"38259",17189484,930,"4/2/2017","9/15/2014","Entire home/apt",1,1,100,9,10,10,10,"f"
"38260",17189510,53,"4/2/2017","2/8/2017","Entire home/apt",1,1,250,6,10,10,10,"f"
"38261",17189513,1934,"4/2/2017","12/16/2011","Private room",1,1,98,5,10,10,10,"f"
"38262",17189531,101,"4/2/2017","12/22/2016","Entire home/apt",1,2,210,0,NA,NA,NA,"t"
"38263",17189799,1581,"4/2/2017","12/3/2012","Entire home/apt",1,0,200,3,10,10,10,"t"
"38264",17189819,1226,"4/2/2017","11/23/2013","Private room",1,1,45,1,10,10,8,"t"
"38265",17189941,1658,"4/2/2017","9/17/2012","Private room",1,1,250,0,NA,NA,NA,"f"
"38266",17190339,972,"4/3/2017","8/5/2014","Entire home/apt",1,1,150,0,NA,NA,NA,"f"
"38267",17190384,81,"4/2/2017","1/11/2017","Private room",1,1,120,1,10,10,10,"f"
"38268",17190533,52,"4/2/2017","2/9/2017","Private room",1,1,41,2,10,10,10,"f"
"38269",17190977,998,"4/2/2017","7/9/2014","Private room",1,1,96,0,NA,NA,NA,"f"
"38270",17191052,597,"4/2/2017","8/14/2015","Entire home/apt",1,0,79,0,NA,NA,NA,"f"
"38271",17191116,633,"4/3/2017","7/10/2015","Entire home/apt",1,1,167,0,NA,NA,NA,"t"
"38272",17191124,1377,"4/3/2017","6/26/2013","Entire home/apt",2,3,499,3,NA,NA,NA,"f"
"38273",17191476,1993,"4/3/2017","10/19/2011","Private room",1,1,75,4,10,10,10,"t"
"38274",17191563,225,"4/2/2017","8/20/2016","Entire home/apt",1,0,179,5,7,9,8,"t"
"38275",17191626,247,"4/2/2017","7/29/2016","Entire home/apt",1,1,50,0,NA,NA,NA,"t"
"38276",17191842,52,"4/2/2017","2/9/2017","Shared room",1,1,50,1,10,10,10,"f"
"38277",17191970,52,"4/2/2017","2/9/2017","Entire home/apt",2,1,250,0,NA,NA,NA,"f"
"38278",17192158,923,"4/2/2017","9/22/2014","Entire home/apt",1,1,50,1,8,8,10,"f"
"38279",17192309,355,"4/2/2017","4/12/2016","Entire home/apt",1,3,100,1,10,8,10,"f"
"38280",17192420,750,"4/2/2017","3/14/2015","Private room",1,1,85,0,NA,NA,NA,"f"
"38281",17192702,52,"4/2/2017","2/9/2017","Private room",1,1,169,5,10,10,10,"f"
"38282",17193761,183,"4/2/2017","10/1/2016","Private room",2,1,63,2,10,10,10,"t"
"38283",17195042,1160,"4/2/2017","1/28/2014","Private room",1,1,95,0,NA,NA,NA,"f"
"38284",17195276,51,"4/2/2017","2/10/2017","Private room",1,2,79,0,NA,NA,NA,"f"
"38285",17197737,1069,"4/2/2017","4/29/2014","Private room",1,1,150,7,10,10,9,"t"
"38286",17197759,1881,"4/3/2017","2/8/2012","Entire home/apt",1,2,220,0,NA,NA,NA,"t"
"38287",17197830,1805,"4/2/2017","4/23/2012","Private room",1,1,30,0,NA,NA,NA,"t"
"38288",17206176,503,"4/2/2017","11/16/2015","Entire home/apt",3,3,995,1,10,10,10,"t"
"38289",17206981,1641,"4/2/2017","10/4/2012","Entire home/apt",1,1,68,0,NA,NA,NA,"t"
"38290",17207086,123,"4/2/2017","11/30/2016","Shared room",1,1,81,0,NA,NA,NA,"f"
"38291",17207134,1530,"4/2/2017","1/23/2013","Entire home/apt",1,1,200,0,NA,NA,NA,"f"
"38292",17207266,53,"4/2/2017","2/8/2017","Private room",1,1,110,2,10,10,10,"t"
"38293",17207706,1346,"4/2/2017","7/26/2013","Private room",1,1,99,10,10,10,10,"t"
"38294",17207830,973,"4/3/2017","8/4/2014","Private room",1.5,1,75,0,NA,NA,NA,"f"
"38295",17208795,52,"4/2/2017","2/9/2017","Private room",1,1,60,1,NA,NA,NA,"f"
"38296",17209047,52,"4/3/2017","2/10/2017","Entire home/apt",1,2,250,1,10,10,10,"f"
"38297",17209427,922,"4/2/2017","9/23/2014","Entire home/apt",1,0,300,0,NA,NA,NA,"f"
"38298",17209548,2000,"4/2/2017","10/11/2011","Entire home/apt",1,1,98,0,NA,NA,NA,"f"
"38299",17209549,245,"4/2/2017","7/31/2016","Entire home/apt",1,1,70,0,NA,NA,NA,"f"
"38300",17209802,1760,"4/2/2017","6/7/2012","Entire home/apt",1,0,150,4,10,10,10,"f"
"38301",17210021,73,"4/2/2017","1/19/2017","Private room",1.5,4,78,0,NA,NA,NA,"f"
"38302",17210044,53,"4/2/2017","2/8/2017","Private room",1,1,85,8,9,10,10,"t"
"38303",17210658,51,"4/2/2017","2/10/2017","Private room",2,1,40,7,8,9,10,"f"
"38304",17210737,1157,"4/2/2017","1/31/2014","Entire home/apt",1,1,139,2,10,10,10,"t"
"38305",17210761,52,"4/2/2017","2/9/2017","Private room",1,1,60,7,9,9,9,"t"
"38306",17210810,1386,"4/2/2017","6/16/2013","Entire home/apt",1,1,170,1,10,10,10,"f"
"38307",17210984,51,"4/2/2017","2/10/2017","Private room",1,1,95,1,10,10,10,"t"
"38308",17211234,713,"4/3/2017","4/21/2015","Private room",1,1,150,0,NA,NA,NA,"f"
"38309",17211414,888,"4/2/2017","10/27/2014","Entire home/apt",1,0,110,2,NA,NA,NA,"t"
"38310",17211473,825,"4/2/2017","12/29/2014","Private room",1,1,69,0,NA,NA,NA,"t"
"38311",17211507,52,"4/2/2017","2/9/2017","Entire home/apt",2,2,600,1,8,10,10,"t"
"38312",17211583,2341,"4/2/2017","11/4/2010","Private room",1,1,43,4,9,9,10,"t"
"38313",17211749,52,"4/3/2017","2/10/2017","Private room",1,1,99,0,NA,NA,NA,"t"
"38314",17211777,51,"4/2/2017","2/10/2017","Private room",1,2,225,0,NA,NA,NA,"t"
"38315",17212052,1132,"4/2/2017","2/25/2014","Entire home/apt",1,1,149,3,10,10,10,"f"
"38316",17212294,368,"4/3/2017","3/31/2016","Entire home/apt",1,0,95,0,NA,NA,NA,"f"
"38317",17212397,51,"4/2/2017","2/10/2017","Entire home/apt",1,1,127,1,10,10,2,"t"
"38318",17212931,738,"4/2/2017","3/26/2015","Private room",1,1,50,0,NA,NA,NA,"t"
"38319",17213121,459,"4/3/2017","12/31/2015","Private room",1,1,30,0,NA,NA,NA,"f"
"38320",17213198,52,"4/2/2017","2/9/2017","Entire home/apt",1.5,1,92,1,10,10,10,"t"
"38321",17213645,971,"4/2/2017","8/5/2014","Private room",1,1,98,0,NA,NA,NA,"f"
"38322",17214699,58,"4/2/2017","2/3/2017","Entire home/apt",1,2,146,2,9,9,10,"f"
"38323",17217670,1654,"4/2/2017","9/21/2012","Entire home/apt",1,2,125,0,NA,NA,NA,"t"
"38324",17217722,456,"4/2/2017","1/2/2016","Private room",1,1,50,0,NA,NA,NA,"t"
"38325",17218264,837,"4/2/2017","12/17/2014","Private room",1,2,35,1,10,10,10,"f"
"38326",17218431,50,"4/2/2017","2/11/2017","Private room",2,3,75,4,8,10,9,"f"
"38327",17218597,50,"4/2/2017","2/11/2017","Private room",1,3,75,3,9,10,10,"f"
"38328",17218765,50,"4/2/2017","2/11/2017","Private room",1,3,75,2,8,10,9,"f"
"38329",17218859,50,"4/2/2017","2/11/2017","Shared room",1,1,45,2,5,8,5,"f"
"38330",17219000,50,"4/2/2017","2/11/2017","Entire home/apt",2,3,299,0,NA,NA,NA,"f"
"38331",17219225,411,"4/2/2017","2/16/2016","Entire home/apt",1,0,110,3,10,10,10,"f"
"38332",17219295,972,"4/2/2017","8/4/2014","Entire home/apt",1,1,70,6,8,9,10,"t"
"38333",17219296,1330,"4/2/2017","8/11/2013","Entire home/apt",1,1,125,4,10,10,10,"f"
"38334",17219608,50,"4/2/2017","2/11/2017","Entire home/apt",1,2,74,0,NA,NA,NA,"f"
"38335",17220142,957,"4/2/2017","8/19/2014","Entire home/apt",1,2,149,0,NA,NA,NA,"f"
"38336",17220301,2234,"4/2/2017","2/19/2011","Entire home/apt",1,2,315,0,NA,NA,NA,"f"
"38337",17220307,50,"4/2/2017","2/11/2017","Entire home/apt",1,0,103,3,NA,NA,NA,"t"
"38338",17220762,406,"4/2/2017","2/21/2016","Private room",1,1,49,0,NA,NA,NA,"f"
"38339",17220913,676,"4/2/2017","5/27/2015","Private room",1,1,60,1,10,10,10,"f"
"38340",17220943,1007,"4/2/2017","6/30/2014","Entire home/apt",1,1,179,1,10,10,10,"f"
"38341",17220965,1031,"4/2/2017","6/6/2014","Entire home/apt",1,1,220,0,NA,NA,NA,"f"
"38342",17221297,1547,"4/2/2017","1/6/2013","Entire home/apt",1,1,159,0,NA,NA,NA,"t"
"38343",17222011,1663,"4/3/2017","9/13/2012","Entire home/apt",1,0,159,0,NA,NA,NA,"f"
"38344",17222167,1174,"4/2/2017","1/14/2014","Private room",1,1,48,2,10,9,10,"f"
"38345",17222386,543,"4/2/2017","10/7/2015","Entire home/apt",1,2,300,0,NA,NA,NA,"f"
"38346",17222454,803,"4/2/2017","1/20/2015","Private room",2,1,41,20,10,9,10,"t"
"38347",17222492,909,"4/2/2017","10/6/2014","Entire home/apt",1,1,179,0,NA,NA,NA,"f"
"38348",17222778,781,"4/2/2017","2/11/2015","Private room",1,1,80,3,9,9,10,"t"
"38349",17223258,375,"4/2/2017","3/23/2016","Entire home/apt",1,4,400,4,10,10,10,"f"
"38350",17223442,50,"4/2/2017","2/11/2017","Private room",1,1,49,1,4,2,2,"t"
"38351",17223564,51,"4/2/2017","2/10/2017","Entire home/apt",1,2,125,2,8,10,10,"f"
"38352",17223725,642,"4/2/2017","6/30/2015","Private room",1,2,35,6,10,10,10,"f"
"38353",17223884,681,"4/2/2017","5/22/2015","Entire home/apt",1,0,50,0,NA,NA,NA,"f"
"38354",17223934,54,"4/2/2017","2/7/2017","Entire home/apt",1,2,148,1,10,10,10,"t"
"38355",17224136,271,"4/2/2017","7/5/2016","Private room",1,1,49,1,10,10,10,"f"
"38356",17224155,781,"4/2/2017","2/11/2015","Private room",1,1,85,5,10,9,10,"t"
"38357",17224372,50,"4/2/2017","2/11/2017","Private room",1,1,29,3,9,9,8,"t"
"38358",17224797,53,"4/2/2017","2/8/2017","Entire home/apt",1,1,130,2,10,10,8,"t"
"38359",17225025,781,"4/2/2017","2/11/2015","Private room",1,1,80,3,8,10,9,"t"
"38360",17226426,149,"4/2/2017","11/4/2016","Private room",1,1,70,2,10,10,9,"t"
"38361",17229367,52,"4/2/2017","2/9/2017","Private room",1,1,150,0,NA,NA,NA,"f"
"38362",17231011,50,"4/3/2017","2/12/2017","Private room",1.5,1,50,1,10,10,10,"f"
"38363",17231560,1042,"4/2/2017","5/26/2014","Entire home/apt",1,2,198,1,10,10,10,"f"
"38364",17232841,485,"4/2/2017","12/4/2015","Private room",1,1,50,1,10,10,10,"f"
"38365",17233004,908,"4/2/2017","10/7/2014","Entire home/apt",1,1,93,0,NA,NA,NA,"f"
"38366",17233104,59,"4/2/2017","2/2/2017","Entire home/apt",1,1,93,0,NA,NA,NA,"f"
"38367",17233150,469,"4/2/2017","12/20/2015","Entire home/apt",1,0,65,0,NA,NA,NA,"f"
"38368",17233439,1063,"4/2/2017","5/5/2014","Entire home/apt",1,3,115,0,NA,NA,NA,"f"
"38369",17234796,2362,"4/2/2017","10/14/2010","Entire home/apt",1,2,60,2,10,10,10,"t"
"38370",17235479,1159,"4/3/2017","1/30/2014","Entire home/apt",1,1,170,1,10,10,10,"f"
"38371",17235571,51,"4/2/2017","2/10/2017","Private room",1,1,49,0,NA,NA,NA,"t"
"38372",17236056,1055,"4/2/2017","5/13/2014","Private room",2,0,57,3,10,10,10,"f"
"38373",17236148,881,"4/2/2017","11/3/2014","Private room",1,1,139,2,10,10,10,"f"
"38374",17236679,424,"4/2/2017","2/3/2016","Entire home/apt",1,0,70,2,10,10,10,"t"
"38375",17237040,989,"4/2/2017","7/18/2014","Entire home/apt",1,1,95,1,10,10,10,"t"
"38376",17237486,1112,"4/2/2017","3/17/2014","Entire home/apt",1,0,180,0,NA,NA,NA,"f"
"38377",17237543,1576,"4/2/2017","12/8/2012","Private room",1,1,120,0,NA,NA,NA,"t"
"38378",17237807,501,"4/3/2017","11/19/2015","Entire home/apt",1,2,100,3,10,10,10,"t"
"38379",17237922,49,"4/2/2017","2/12/2017","Entire home/apt",1,1,180,3,10,10,9,"t"
"38380",17238159,688,"4/2/2017","5/15/2015","Entire home/apt",1,1,100,0,NA,NA,NA,"f"
"38381",17238536,50,"4/3/2017","2/12/2017","Private room",1,1,65,3,10,10,10,"f"
"38382",17238921,49,"4/2/2017","2/12/2017","Private room",1,1,137,0,NA,NA,NA,"t"
"38383",17239021,54,"4/2/2017","2/7/2017","Private room",2,1,145,1,10,10,10,"t"
"38384",17239212,470,"4/2/2017","12/19/2015","Shared room",1,1,37,6,10,10,10,"f"
"38385",17239287,597,"4/2/2017","8/14/2015","Entire home/apt",1,1,300,0,NA,NA,NA,"f"
"38386",17239321,1413,"4/2/2017","5/20/2013","Entire home/apt",1,1,180,0,NA,NA,NA,"f"
"38387",17239330,1272,"4/2/2017","10/8/2013","Entire home/apt",3.5,4,200,0,NA,NA,NA,"f"
"38388",17239380,802,"4/2/2017","1/21/2015","Private room",1,1,69,0,NA,NA,NA,"t"
"38389",17239490,1720,"4/2/2017","7/17/2012","Private room",1,1,35,2,10,10,10,"f"
"38390",17239560,802,"4/2/2017","1/21/2015","Private room",1,1,69,1,10,10,10,"t"
"38391",17239678,1846,"4/2/2017","3/13/2012","Entire home/apt",1,1,245,0,NA,NA,NA,"t"
"38392",17239807,611,"4/2/2017","7/31/2015","Private room",2,1,45,4,7,9,9,"f"
"38393",17240530,49,"4/2/2017","2/12/2017","Entire home/apt",1,1,150,0,NA,NA,NA,"t"
"38394",17241355,622,"4/3/2017","7/21/2015","Entire home/apt",1,0,169,10,10,10,10,"f"
"38395",17245547,1216,"4/2/2017","12/3/2013","Private room",1,1,55,0,NA,NA,NA,"f"
"38396",17247105,1503,"4/2/2017","2/19/2013","Private room",1,1,60,0,NA,NA,NA,"f"
"38397",17247438,48,"4/2/2017","2/13/2017","Private room",1,1,75,1,6,8,10,"t"
"38398",17247710,1351,"4/2/2017","7/21/2013","Entire home/apt",1,1,200,2,7,10,9,"t"
"38399",17247766,863,"4/2/2017","11/21/2014","Private room",1,1,53,2,9,10,10,"f"
"38400",17248324,538,"4/2/2017","10/12/2015","Entire home/apt",1,1,290,0,NA,NA,NA,"f"
"38401",17248379,766,"4/2/2017","2/26/2015","Entire home/apt",2,2,250,0,NA,NA,NA,"t"
"38402",17248597,1454,"4/2/2017","4/9/2013","Entire home/apt",1,1,132,4,10,10,10,"f"
"38403",17248942,445,"4/2/2017","1/13/2016","Entire home/apt",1,2,250,3,9,10,10,"f"
"38404",17249724,195,"4/2/2017","9/19/2016","Shared room",1,1,55,0,NA,NA,NA,"f"
"38405",17249755,1163,"4/2/2017","1/25/2014","Entire home/apt",1,1,150,4,9,10,10,"t"
"38406",17250659,234,"4/2/2017","8/11/2016","Entire home/apt",1,0,125,0,NA,NA,NA,"f"
"38407",17250684,48,"4/2/2017","2/13/2017","Entire home/apt",1,2,300,0,NA,NA,NA,"f"
"38408",17251611,801,"4/2/2017","1/22/2015","Private room",1,1,40,1,10,10,10,"f"
"38409",17251616,1449,"4/2/2017","4/14/2013","Private room",1,1,70,0,NA,NA,NA,"f"
"38410",17252037,124,"4/2/2017","11/29/2016","Private room",1,1,74,5,8,10,10,"t"
"38411",17252229,49,"4/3/2017","2/13/2017","Entire home/apt",1,1,62,4,10,10,10,"f"
"38412",17252480,1644,"4/2/2017","10/1/2012","Entire home/apt",1,0,150,1,10,10,10,"f"
"38413",17252533,1118,"4/2/2017","3/11/2014","Entire home/apt",1,1,100,2,10,10,10,"f"
"38414",17252618,57,"4/2/2017","2/4/2017","Entire home/apt",1,2,123,0,NA,NA,NA,"f"
"38415",17253106,2191,"4/3/2017","4/4/2011","Entire home/apt",1,1,125,0,NA,NA,NA,"f"
"38416",17253414,165,"4/3/2017","10/20/2016","Private room",1,1,35,3,7,7,8,"f"
"38417",17253618,49,"4/3/2017","2/13/2017","Private room",1,0,130,0,NA,NA,NA,"f"
"38418",17253663,1698,"4/3/2017","8/9/2012","Private room",1,1,90,0,NA,NA,NA,"f"
"38419",17253883,771,"4/3/2017","2/22/2015","Entire home/apt",2.5,2,900,2,10,10,10,"f"
"38420",17253932,1141,"4/3/2017","2/17/2014","Entire home/apt",1,1,100,0,NA,NA,NA,"f"
"38421",17254284,253,"4/3/2017","7/24/2016","Entire home/apt",1,0,130,0,NA,NA,NA,"f"
"38422",17254296,341,"4/3/2017","4/27/2016","Private room",1,1,100,1,10,10,8,"f"
"38423",17254411,1720,"4/3/2017","7/18/2012","Entire home/apt",1,1,98,1,10,10,10,"t"
"38424",17254460,52,"4/3/2017","2/10/2017","Entire home/apt",1,2,200,0,NA,NA,NA,"f"
"38425",17254708,1811,"4/2/2017","4/17/2012","Private room",1,0,49,0,NA,NA,NA,"f"
"38426",17254855,795,"4/3/2017","1/29/2015","Private room",1,1,70,0,NA,NA,NA,"f"
"38427",17255171,613,"4/3/2017","7/30/2015","Entire home/apt",1,2,200,1,NA,NA,NA,"f"
"38428",17255174,49,"4/3/2017","2/13/2017","Private room",1,1,195,0,NA,NA,NA,"f"
"38429",17255602,536,"4/3/2017","10/15/2015","Private room",1,1,65,4,10,10,10,"f"
"38430",17255880,517,"4/3/2017","11/3/2015","Private room",2.5,1,70,0,NA,NA,NA,"t"
"38431",17255913,1565,"4/3/2017","12/20/2012","Entire home/apt",1,1,131,0,NA,NA,NA,"f"
"38432",17256012,731,"4/3/2017","4/3/2015","Entire home/apt",1,2,159,2,10,10,10,"t"
"38433",17256110,542,"4/3/2017","10/9/2015","Entire home/apt",1,1,120,2,10,10,10,"f"
"38434",17256125,474,"4/3/2017","12/16/2015","Entire home/apt",1,1,210,0,NA,NA,NA,"t"
"38435",17256297,392,"4/3/2017","3/7/2016","Private room",1,1,115,0,NA,NA,NA,"t"
"38436",17256433,681,"4/3/2017","5/23/2015","Private room",1,1,110,0,NA,NA,NA,"f"
"38437",17256455,285,"4/3/2017","6/22/2016","Entire home/apt",1,0,110,3,10,10,10,"f"
"38438",17257053,1984,"4/3/2017","10/28/2011","Shared room",1,1,50,4,10,10,10,"f"
"38439",17257265,1191,"4/3/2017","12/29/2013","Entire home/apt",1,1,165,0,NA,NA,NA,"f"
"38440",17257473,1340,"4/3/2017","8/2/2013","Entire home/apt",1,2,150,3,10,10,10,"f"
"38441",17257682,517,"4/3/2017","11/3/2015","Entire home/apt",2,2,336,5,10,10,10,"t"
"38442",17257796,592,"4/3/2017","8/20/2015","Private room",1,1,55,3,NA,NA,NA,"t"
"38443",17258228,48,"4/3/2017","2/14/2017","Private room",1,1,50,0,NA,NA,NA,"t"
"38444",17261226,89,"4/3/2017","1/4/2017","Shared room",1,1,29,0,NA,NA,NA,"f"
"38445",17261354,281,"4/3/2017","6/26/2016","Private room",1,1,50,0,NA,NA,NA,"t"
"38446",17261839,57,"4/3/2017","2/5/2017","Private room",1,0,79,0,NA,NA,NA,"f"
"38447",17261901,281,"4/3/2017","6/26/2016","Private room",1,1,43,1,2,8,2,"t"
"38448",17261922,48,"4/3/2017","2/14/2017","Entire home/apt",2,3,275,0,NA,NA,NA,"f"
"38449",17262212,281,"4/3/2017","6/26/2016","Private room",1,1,44,1,10,10,8,"t"
"38450",17262322,281,"4/3/2017","6/26/2016","Private room",1,1,51,0,NA,NA,NA,"t"
"38451",17262402,281,"4/3/2017","6/26/2016","Private room",1,1,45,0,NA,NA,NA,"t"
